TransactionId,Amount,HourOfDay,MerchantCategory,Location,TransactionType,HistoricalAvgAmount,NumTransactionsLast24h,IsFraud
5272,6.89,2,Electronics,CA,In-Store,7.43,5,0
5273,188.74,5,Clothing,TX,In-Store,275.56,9,0
5274,73.69,6,Grocery,NY,In-Store,43.72,2,0
5275,141.50,8,Restaurants,TX,In-Store,161.64,5,0
5276,38.28,10,Restaurants,IL,In-Store,41.88,7,0
5277,33.21,5,Grocery,IL,In-Store,37.08,7,1
5278,59.59,17,Restaurants,CA,In-Store,51.57,8,0
5279,21.58,17,Clothing,IL,In-Store,15.75,7,0
5280,182.68,19,Restaurants,TX,Online,104.12,9,0
5281,7.47,12,Restaurants,WA,In-Store,8.99,3,0
5282,167.17,16,Clothing,CA,In-Store,153.76,4,0
5283,139.17,13,Electronics,IL,In-Store,157.25,7,0
5284,69.89,13,Clothing,FL,Online,43.60,3,0
5285,157.89,9,Electronics,FL,Online,136.16,3,1
5286,89.33,14,Travel,NY,In-Store,128.99,3,0
5287,64.31,19,Restaurants,WA,Online,70.51,3,0
5288,198.15,1,Clothing,CA,In-Store,242.79,6,1
5289,190.63,3,Grocery,WA,Online,234.57,1,1
5290,73.30,15,Restaurants,TX,Online,47.22,8,0
5291,79.07,11,Grocery,FL,Online,109.81,3,0
5292,468.08,17,Grocery,TX,In-Store,697.87,8,0
5293,50.12,9,Travel,IL,Online,36.59,8,0
5294,82.13,21,Electronics,FL,Online,68.16,4,0
5295,158.24,20,Electronics,FL,Online,173.54,1,1
5296,125.75,3,Restaurants,FL,Online,87.85,5,0
5297,0.77,15,Grocery,TX,Online,1.10,9,1
5298,49.28,15,Clothing,IL,Online,45.68,1,0
5299,14.87,3,Travel,CA,In-Store,21.27,6,0
5300,164.70,9,Restaurants,NY,In-Store,147.47,3,0
5301,173.01,14,Clothing,CA,In-Store,148.12,3,0
5302,91.87,13,Grocery,CA,Online,85.40,1,0
5303,139.31,0,Travel,CA,In-Store,197.73,1,1
5304,134.77,16,Restaurants,NY,Online,186.65,5,0
5305,53.92,19,Restaurants,FL,In-Store,42.69,4,0
5306,192.87,14,Grocery,NY,In-Store,189.79,6,0
5307,28.84,10,Travel,FL,Online,27.49,6,0
5308,134.96,1,Grocery,CA,In-Store,168.49,1,0
5309,133.62,10,Grocery,IL,In-Store,104.93,9,0
5310,117.37,12,Gas,CA,Online,82.80,7,0
5311,23.33,2,Gas,NY,In-Store,17.72,6,0
5312,78.73,12,Travel,TX,In-Store,75.02,8,0
5313,163.62,4,Gas,FL,In-Store,207.93,8,1
5314,28.10,14,Gas,WA,Online,40.58,6,0
5315,310.01,13,Gas,NY,Online,431.41,0,0
5316,126.86,13,Electronics,TX,In-Store,112.57,6,0
5317,84.44,13,Travel,CA,In-Store,52.27,7,0
5318,287.61,0,Gas,CA,Online,378.19,4,1
5319,49.65,15,Gas,FL,In-Store,36.35,9,0
5320,121.85,19,Clothing,IL,Online,86.47,9,0
5321,20.95,17,Gas,TX,Online,14.06,0,0
5322,125.24,8,Electronics,FL,Online,76.62,4,0
5323,159.10,0,Travel,WA,In-Store,164.10,0,0
5324,179.42,6,Restaurants,FL,Online,133.57,7,0
5325,105.78,16,Restaurants,FL,Online,63.40,6,0
5326,49.53,17,Clothing,TX,Online,73.36,4,0
5327,158.41,21,Travel,CA,Online,114.88,2,0
5328,2979.39,2,Travel,WA,In-Store,3226.25,8,0
5329,36.98,13,Travel,TX,Online,28.98,7,1
5330,92.63,21,Restaurants,NY,Online,88.23,5,0
5331,132.90,9,Clothing,CA,Online,138.19,5,0
5332,30.27,21,Restaurants,IL,Online,22.37,2,0
5333,47.52,11,Clothing,WA,In-Store,30.84,8,0
5334,135.31,20,Gas,FL,Online,77.29,9,0
5335,67.26,7,Restaurants,TX,In-Store,98.26,1,0
5336,39.48,9,Clothing,TX,In-Store,22.43,2,0
5337,44.26,11,Gas,CA,Online,55.45,8,1
5338,126.41,20,Restaurants,FL,In-Store,189.22,9,0
5339,198.47,21,Gas,TX,In-Store,150.05,9,0
5340,170.19,1,Travel,FL,Online,236.30,8,0
5341,199.64,13,Travel,IL,Online,235.58,3,0
5342,93.01,5,Restaurants,TX,Online,87.99,0,1
5343,93.80,18,Gas,FL,Online,89.63,9,0
5344,13.00,18,Restaurants,IL,In-Store,8.93,9,0
5345,173.35,22,Clothing,NY,Online,94.67,7,0
5346,148.02,21,Restaurants,FL,In-Store,193.63,4,0
5347,178.16,22,Electronics,TX,In-Store,250.44,6,0
5348,186.93,19,Restaurants,TX,Online,106.64,5,0
5349,117.78,12,Restaurants,IL,In-Store,164.58,7,0
5350,136.86,3,Electronics,IL,Online,123.95,2,0
5351,91.27,17,Grocery,TX,Online,87.57,1,0
5352,113.83,22,Clothing,FL,In-Store,128.74,2,0
5353,157.60,13,Grocery,TX,In-Store,121.91,2,0
5354,108.68,4,Clothing,NY,Online,124.79,6,0
5355,46.77,13,Grocery,CA,In-Store,66.26,3,0
5356,135.26,22,Electronics,FL,In-Store,198.89,6,0
5357,38.76,4,Grocery,IL,Online,28.63,9,1
5358,133.30,2,Travel,WA,In-Store,194.48,3,0
5359,158.15,1,Travel,CA,Online,109.30,5,1
5360,44.75,4,Gas,FL,In-Store,22.93,4,0
5361,156.49,18,Electronics,WA,Online,112.85,2,0
5362,83.11,8,Grocery,CA,Online,111.12,1,0
5363,2.70,1,Grocery,IL,Online,2.00,0,1
5364,36.39,13,Restaurants,WA,Online,40.16,1,1
5365,179.53,18,Gas,IL,In-Store,233.50,7,0
5366,139.69,3,Grocery,WA,Online,145.28,9,1
5367,51.12,9,Restaurants,NY,In-Store,62.66,0,0
5368,139.57,23,Travel,TX,Online,206.33,9,0
5369,42.02,11,Grocery,TX,Online,37.53,5,0
5370,81.38,3,Electronics,NY,In-Store,54.54,3,0
5371,159.98,11,Travel,NY,In-Store,195.17,1,0
5372,161.52,19,Grocery,NY,In-Store,188.53,3,0
5373,147.74,6,Electronics,CA,Online,85.68,3,0
5374,28.06,18,Grocery,IL,Online,27.89,1,0
5375,43.09,4,Gas,TX,Online,26.32,5,0
5376,199.29,2,Electronics,FL,In-Store,118.39,4,1
5377,55.61,2,Travel,IL,In-Store,73.60,5,0
5378,30.73,23,Gas,FL,In-Store,23.51,4,0
5379,109.83,20,Grocery,CA,In-Store,133.12,0,1
5380,153.24,22,Grocery,NY,Online,214.18,2,0
5381,112.23,13,Clothing,WA,In-Store,127.51,9,0
5382,160.31,16,Electronics,WA,Online,195.59,5,0
5383,64.67,6,Clothing,CA,In-Store,78.26,0,0
5384,134.69,15,Restaurants,WA,Online,88.60,7,1
5385,89.85,23,Grocery,TX,Online,109.82,9,0
5386,62.94,23,Travel,TX,Online,85.88,5,0
5387,91.58,0,Travel,IL,In-Store,55.88,9,0
5388,50.04,9,Electronics,NY,Online,69.81,2,0
5389,95.49,21,Travel,IL,Online,131.40,3,0
5390,138.55,17,Grocery,IL,Online,129.50,6,0
5391,38.19,7,Grocery,WA,Online,33.69,4,0
5392,1372.02,17,Travel,NY,Online,1217.21,3,1
5393,93.87,16,Travel,TX,Online,86.12,1,1
5394,16.71,3,Travel,TX,In-Store,20.13,6,1
5395,76.21,10,Restaurants,CA,In-Store,71.89,3,0
5396,195.35,15,Grocery,TX,In-Store,166.67,2,0
5397,104.60,22,Gas,FL,Online,75.67,3,0
5398,61.32,0,Grocery,CA,Online,81.58,0,1
5399,125.29,2,Grocery,FL,In-Store,94.19,4,1
5400,104.60,23,Electronics,FL,Online,95.28,1,0
5401,51.33,18,Electronics,TX,In-Store,36.02,1,0
5402,14.41,14,Electronics,CA,Online,20.62,7,0
5403,27.42,3,Travel,TX,Online,13.97,7,1
5404,80.34,14,Travel,FL,Online,74.85,5,0
5405,53.88,11,Electronics,WA,Online,66.63,1,0
5406,130.80,14,Restaurants,CA,In-Store,168.98,2,0
5407,171.05,3,Restaurants,NY,In-Store,156.33,8,1
5408,126.77,6,Restaurants,IL,In-Store,67.06,6,0
5409,177.51,13,Gas,CA,Online,189.71,3,0
5410,172.68,21,Gas,NY,Online,142.63,5,0
5411,38.94,6,Gas,IL,Online,34.13,1,0
5412,56.01,13,Travel,FL,In-Store,56.99,9,0
5413,37.70,2,Travel,NY,In-Store,30.13,5,0
5414,21.27,2,Travel,CA,Online,21.32,8,1
5415,197.45,2,Clothing,TX,Online,161.12,2,1
5416,912.03,7,Electronics,CA,Online,581.37,4,1
5417,66.55,11,Clothing,CA,Online,51.25,2,0
5418,82.30,8,Clothing,IL,In-Store,84.79,8,0
5419,143.38,0,Restaurants,IL,In-Store,137.39,5,0
5420,158.04,22,Travel,NY,In-Store,138.37,5,0
5421,101.91,20,Clothing,NY,In-Store,95.32,8,0
5422,99.19,12,Gas,IL,Online,125.58,4,0
5423,19.35,17,Travel,NY,In-Store,16.48,4,0
5424,191.48,19,Restaurants,WA,Online,98.96,0,1
5425,82.52,13,Electronics,NY,In-Store,57.28,9,0
5426,2213.71,13,Grocery,FL,In-Store,1724.10,7,0
5427,118.38,2,Grocery,FL,Online,115.77,3,0
5428,172.58,7,Gas,IL,Online,147.27,0,1
5429,173.43,19,Gas,NY,In-Store,109.23,4,0
5430,80.50,3,Gas,IL,In-Store,59.14,4,0
5431,58.98,22,Electronics,FL,In-Store,66.49,0,0
5432,185.71,23,Clothing,IL,In-Store,227.69,4,1
5433,193.56,11,Electronics,WA,Online,277.97,0,0
5434,86.45,0,Gas,FL,Online,84.13,0,0
5435,51.26,1,Electronics,NY,In-Store,62.43,2,1
5436,20.86,18,Restaurants,WA,Online,20.30,2,0
5437,1286.74,18,Electronics,FL,In-Store,894.31,9,1
5438,29.41,15,Travel,IL,In-Store,28.52,7,0
5439,152.28,11,Restaurants,IL,In-Store,202.81,0,1
5440,175.98,17,Electronics,CA,In-Store,136.23,0,0
5441,95.34,11,Clothing,WA,Online,103.48,0,0
5442,93.19,2,Gas,FL,In-Store,91.18,5,0
5443,140.97,17,Travel,TX,Online,171.57,3,0
5444,78.29,10,Travel,FL,In-Store,75.07,9,0
5445,101.69,20,Clothing,WA,In-Store,92.26,3,0
5446,194.77,16,Electronics,IL,In-Store,288.14,5,0
5447,126.73,21,Grocery,IL,In-Store,97.74,1,0
5448,16.37,9,Clothing,CA,In-Store,9.82,9,0
5449,183.40,13,Grocery,TX,Online,173.97,7,1
5450,19.57,0,Gas,WA,Online,12.88,8,1
5451,101.42,15,Electronics,CA,In-Store,93.89,3,0
5452,126.35,20,Grocery,NY,In-Store,137.94,0,0
5453,185.53,4,Gas,FL,In-Store,169.05,1,1
5454,41.29,16,Electronics,CA,Online,26.96,5,0
5455,107.36,1,Gas,FL,Online,87.85,8,1
5456,63.04,0,Grocery,NY,In-Store,80.10,2,1
5457,34.97,22,Gas,WA,Online,42.59,2,0
5458,13.38,6,Clothing,WA,In-Store,11.86,0,0
5459,52.41,21,Grocery,TX,In-Store,65.91,0,0
5460,0.92,7,Travel,FL,Online,1.00,9,0
5461,107.99,18,Grocery,NY,Online,74.28,2,0
5462,189.25,22,Clothing,IL,Online,170.02,5,1
5463,73.92,4,Electronics,WA,In-Store,95.16,7,1
5464,124.09,19,Electronics,CA,Online,141.30,8,1
5465,134.53,0,Clothing,WA,Online,102.24,8,1
5466,55.08,7,Electronics,TX,Online,78.57,8,0
5467,140.26,23,Travel,CA,Online,108.31,5,1
5468,137.32,16,Travel,WA,In-Store,185.52,7,0
5469,22.46,5,Travel,WA,Online,24.55,5,1
5470,173.37,17,Gas,CA,Online,111.21,9,0
5471,45.37,22,Restaurants,CA,Online,31.06,5,1
5472,98.65,15,Clothing,TX,In-Store,121.18,8,0
5473,132.62,10,Travel,TX,In-Store,91.24,4,0
5474,68.77,10,Electronics,IL,In-Store,63.41,6,0
5475,67.70,16,Travel,IL,Online,35.32,0,1
5476,107.63,22,Travel,NY,Online,106.74,4,1
5477,13.51,7,Electronics,TX,In-Store,8.14,8,0
5478,125.56,13,Gas,WA,In-Store,152.90,3,0
5479,40.95,23,Grocery,WA,Online,44.21,6,0
5480,56.94,20,Travel,IL,Online,69.72,3,0
5481,145.47,1,Travel,IL,In-Store,172.95,3,0
5482,122.84,12,Grocery,CA,In-Store,79.58,2,0
5483,42.65,12,Grocery,FL,In-Store,58.50,8,0
5484,161.03,9,Electronics,NY,In-Store,167.01,9,0
5485,53.12,23,Grocery,TX,Online,47.45,9,0
5486,77.59,3,Electronics,IL,In-Store,85.43,5,0
5487,145.93,12,Electronics,NY,In-Store,141.22,8,0
5488,96.76,18,Travel,FL,Online,87.16,8,1
5489,147.24,14,Grocery,FL,In-Store,209.86,4,0
5490,65.88,19,Travel,FL,In-Store,48.99,8,0
5491,151.08,5,Travel,FL,Online,181.37,9,0
5492,17.70,13,Travel,IL,In-Store,17.84,8,0
5493,149.65,2,Travel,TX,In-Store,120.52,1,1
5494,184.93,17,Electronics,IL,In-Store,272.79,6,0
5495,152.24,14,Grocery,TX,In-Store,86.55,8,0
5496,24.55,19,Travel,TX,In-Store,16.32,4,0
5497,39.60,15,Gas,IL,Online,28.57,7,0
5498,172.57,18,Gas,WA,Online,96.15,7,1
5499,152.16,6,Clothing,IL,In-Store,158.39,1,0
5500,94.45,4,Travel,NY,Online,106.88,7,0
5501,49.66,1,Grocery,WA,In-Store,44.14,2,1
5502,48.90,13,Restaurants,IL,In-Store,56.19,4,0
5503,179.47,3,Grocery,NY,In-Store,225.72,7,0
5504,27.52,17,Restaurants,NY,Online,25.38,8,0
5505,16.82,17,Restaurants,WA,In-Store,16.90,2,0
5506,26.10,5,Restaurants,CA,In-Store,21.65,7,0
5507,118.00,22,Restaurants,TX,Online,163.33,2,0
5508,54.25,5,Clothing,CA,Online,80.52,5,0
5509,22.21,20,Restaurants,FL,In-Store,26.58,6,0
5510,96.80,14,Grocery,CA,Online,65.46,8,0
5511,142.37,5,Restaurants,IL,In-Store,109.62,2,0
5512,113.97,14,Electronics,FL,In-Store,159.91,2,0
5513,1495.91,2,Travel,IL,Online,1346.47,6,1
5514,44.99,20,Electronics,TX,Online,34.76,0,0
5515,100.86,2,Electronics,TX,Online,63.19,9,1
5516,2639.00,3,Grocery,WA,Online,3474.42,1,1
5517,143.13,9,Clothing,NY,In-Store,72.81,2,0
5518,89.09,22,Electronics,IL,Online,108.16,0,0
5519,142.30,21,Gas,IL,In-Store,92.40,6,0
5520,16.35,23,Electronics,FL,Online,19.17,2,1
5521,21.70,1,Gas,TX,In-Store,19.80,4,1
5522,66.38,3,Gas,CA,In-Store,40.42,1,1
5523,2066.38,12,Electronics,TX,In-Store,2948.57,8,0
5524,54.34,19,Restaurants,TX,Online,60.07,9,0
5525,196.70,23,Electronics,TX,In-Store,259.15,8,0
5526,330.76,1,Clothing,NY,In-Store,261.77,4,0
5527,174.37,23,Clothing,NY,In-Store,123.84,5,0
5528,26.93,12,Gas,WA,Online,16.74,3,0
5529,141.85,19,Clothing,FL,Online,161.64,8,0
5530,41.37,18,Restaurants,NY,In-Store,21.59,0,0
5531,0.20,21,Restaurants,NY,Online,1.00,7,0
5532,152.30,3,Travel,TX,In-Store,116.80,5,1
5533,156.24,0,Travel,IL,Online,233.83,0,1
5534,148.56,13,Gas,IL,In-Store,204.28,1,0
5535,160.84,3,Restaurants,NY,In-Store,90.34,8,0
5536,102.00,18,Grocery,TX,In-Store,121.19,2,0
5537,57.73,10,Gas,FL,Online,73.87,5,0
5538,84.17,14,Electronics,WA,Online,85.50,4,0
5539,197.58,8,Electronics,WA,In-Store,218.15,4,0
5540,125.06,3,Grocery,NY,Online,98.41,5,1
5541,135.20,10,Grocery,WA,In-Store,149.85,6,0
5542,194.76,7,Restaurants,FL,In-Store,106.17,7,0
5543,48.76,4,Restaurants,NY,Online,47.02,1,0
5544,17.22,1,Grocery,WA,Online,11.75,8,1
5545,16.18,7,Gas,FL,Online,10.15,6,0
5546,67.75,23,Electronics,WA,Online,59.78,0,1
5547,170.59,22,Electronics,FL,In-Store,190.74,5,0
5548,150.09,6,Travel,TX,In-Store,150.47,9,0
5549,150.76,12,Travel,TX,In-Store,211.89,1,0
5550,198.79,10,Gas,IL,In-Store,284.00,3,0
5551,92.57,9,Restaurants,NY,Online,138.63,3,0
5552,199.56,17,Grocery,IL,Online,214.30,6,0
5553,192.32,19,Clothing,TX,Online,213.56,6,0
5554,158.01,1,Electronics,WA,Online,98.73,0,1
5555,63.93,7,Clothing,WA,Online,77.17,9,0
5556,71.31,2,Clothing,CA,Online,61.71,9,1
5557,1482.81,23,Grocery,FL,Online,1048.97,3,1
5558,137.79,16,Grocery,IL,In-Store,103.93,5,0
5559,98.97,18,Gas,TX,In-Store,74.61,7,0
5560,70.15,22,Travel,NY,In-Store,52.45,0,0
5561,67.45,18,Grocery,IL,In-Store,100.38,2,0
5562,134.41,9,Restaurants,WA,In-Store,79.87,4,0
5563,17.15,23,Electronics,IL,In-Store,22.06,8,0
5564,154.13,9,Grocery,IL,In-Store,95.75,9,0
5565,100.16,3,Electronics,IL,Online,94.91,5,1
5566,39.19,21,Clothing,WA,In-Store,21.69,1,0
5567,149.85,7,Grocery,CA,In-Store,82.96,2,0
5568,174.25,23,Gas,TX,Online,119.49,5,1
5569,77.20,13,Gas,IL,Online,95.35,5,1
5570,135.51,21,Travel,NY,In-Store,67.82,3,0
5571,23.80,2,Electronics,NY,In-Store,30.23,5,1
5572,1.72,6,Travel,NY,Online,1.68,6,0
5573,830.36,2,Electronics,IL,In-Store,727.46,7,0
5574,3.44,8,Gas,NY,Online,1.95,1,0
5575,29.18,1,Travel,CA,Online,35.79,0,0
5576,159.68,15,Clothing,TX,Online,220.16,3,0
5577,0.51,9,Clothing,IL,In-Store,1.00,5,0
5578,128.33,4,Gas,NY,Online,129.04,5,1
5579,12.76,0,Travel,FL,In-Store,18.97,5,0
5580,187.30,3,Travel,IL,In-Store,206.50,0,0
5581,119.36,1,Electronics,IL,In-Store,144.53,0,1
5582,128.10,4,Restaurants,WA,In-Store,183.27,8,1
5583,106.94,14,Gas,TX,Online,79.72,2,0
5584,64.12,23,Clothing,NY,Online,44.08,9,0
5585,79.47,7,Clothing,CA,Online,67.44,3,0
5586,56.63,18,Electronics,NY,In-Store,54.14,0,0
5587,67.60,6,Travel,NY,In-Store,85.19,3,0
5588,56.94,23,Electronics,CA,In-Store,31.03,5,1
5589,199.95,20,Grocery,TX,Online,235.45,9,0
5590,1837.21,23,Travel,NY,Online,2479.26,0,1
5591,101.45,18,Restaurants,IL,Online,57.22,1,0
5592,18.37,19,Electronics,FL,In-Store,17.57,8,0
5593,42.72,3,Electronics,NY,In-Store,47.92,3,0
5594,57.94,22,Grocery,TX,In-Store,57.96,0,0
5595,43.09,0,Grocery,TX,In-Store,29.17,8,0
5596,64.17,1,Grocery,FL,Online,89.04,6,0
5597,76.21,13,Grocery,WA,Online,55.74,7,0
5598,110.35,15,Travel,IL,Online,112.72,2,0
5599,22.55,2,Electronics,NY,Online,33.02,3,0
5600,148.38,17,Gas,CA,In-Store,115.36,1,0
5601,170.51,14,Restaurants,WA,In-Store,96.56,6,0
5602,15.38,0,Restaurants,FL,Online,20.43,7,1
5603,102.60,6,Electronics,NY,In-Store,138.77,4,0
5604,36.18,15,Gas,FL,In-Store,45.70,6,0
5605,143.63,7,Restaurants,NY,Online,114.71,8,0
5606,119.32,16,Clothing,WA,In-Store,100.63,7,0
5607,94.45,23,Travel,IL,Online,48.31,8,0
5608,59.36,18,Clothing,IL,In-Store,38.53,1,0
5609,36.52,1,Travel,NY,Online,46.58,2,1
5610,175.34,18,Grocery,TX,In-Store,210.37,2,0
5611,30.55,19,Travel,FL,Online,31.54,0,0
5612,29.16,7,Gas,CA,In-Store,22.59,1,0
5613,176.94,12,Gas,NY,Online,90.54,1,1
5614,21.30,19,Travel,IL,In-Store,26.65,9,0
5615,79.36,10,Gas,CA,Online,89.92,6,1
5616,1.39,10,Travel,WA,Online,1.00,8,0
5617,119.07,15,Clothing,WA,Online,71.49,4,0
5618,161.83,13,Gas,NY,Online,170.41,8,0
5619,70.56,7,Restaurants,NY,In-Store,65.31,0,1
5620,139.77,6,Restaurants,IL,In-Store,191.04,1,0
5621,951.48,1,Gas,WA,Online,1259.68,3,1
5622,495.99,8,Travel,TX,In-Store,612.79,3,0
5623,67.15,22,Travel,TX,Online,48.66,5,0
5624,95.94,22,Travel,IL,In-Store,129.99,6,0
5625,74.94,8,Electronics,NY,In-Store,96.86,0,0
5626,169.91,3,Grocery,NY,In-Store,98.83,2,0
5627,14.96,16,Electronics,FL,In-Store,15.27,8,0
5628,56.86,10,Clothing,NY,In-Store,52.61,3,0
5629,142.55,23,Grocery,NY,Online,193.00,3,1
5630,32.13,13,Clothing,IL,Online,27.71,7,0
5631,120.41,18,Gas,IL,Online,78.40,5,0
5632,24.74,3,Clothing,FL,In-Store,26.36,3,1
5633,109.98,4,Clothing,TX,Online,90.21,3,1
5634,44.67,7,Travel,NY,Online,38.43,8,0
5635,37.74,7,Gas,WA,In-Store,35.01,7,0
5636,23.84,18,Gas,WA,Online,19.77,8,0
5637,31.96,14,Clothing,TX,Online,42.14,9,0
5638,111.52,6,Gas,NY,In-Store,108.48,3,0
5639,169.00,5,Restaurants,WA,In-Store,135.68,2,0
5640,133.19,0,Travel,FL,Online,152.60,2,0
5641,133.51,11,Travel,WA,In-Store,200.08,8,0
5642,139.65,15,Travel,CA,Online,72.43,4,0
5643,99.18,5,Travel,NY,Online,123.27,1,0
5644,127.17,14,Grocery,NY,In-Store,88.35,8,0
5645,184.59,23,Electronics,FL,Online,126.09,6,0
5646,2.86,2,Restaurants,WA,Online,2.35,1,0
5647,73.52,13,Electronics,CA,In-Store,67.35,3,0
5648,188.56,4,Gas,IL,In-Store,250.15,0,0
5649,0.10,2,Grocery,IL,In-Store,1.00,7,0
5650,85.29,19,Clothing,IL,Online,69.06,8,1
5651,17.09,17,Electronics,WA,Online,23.84,2,0
5652,142.40,21,Restaurants,IL,In-Store,148.79,3,0
5653,96.87,1,Grocery,WA,Online,73.67,9,1
5654,79.63,0,Grocery,TX,In-Store,78.65,7,0
5655,169.86,8,Travel,CA,Online,194.82,6,0
5656,115.29,9,Grocery,WA,Online,64.62,8,0
5657,199.00,18,Electronics,WA,In-Store,281.55,4,0
5658,178.56,19,Travel,NY,In-Store,151.03,6,0
5659,121.36,23,Restaurants,TX,Online,60.83,6,1
5660,171.44,12,Restaurants,NY,In-Store,145.86,4,0
5661,129.58,19,Clothing,NY,In-Store,156.15,7,0
5662,125.51,19,Clothing,IL,Online,163.75,4,0
5663,130.16,17,Restaurants,CA,Online,164.43,0,1
5664,48.02,10,Electronics,FL,In-Store,38.28,6,0
5665,152.05,13,Electronics,WA,In-Store,95.73,3,0
5666,63.39,16,Electronics,WA,In-Store,54.00,7,0
5667,190.82,7,Restaurants,IL,In-Store,216.13,4,0
5668,133.01,1,Electronics,NY,In-Store,83.65,0,1
5669,139.04,13,Grocery,TX,In-Store,104.14,4,0
5670,88.04,9,Gas,WA,In-Store,89.08,3,0
5671,155.82,11,Restaurants,FL,Online,92.11,4,0
5672,195.42,6,Gas,CA,In-Store,166.39,6,0
5673,99.19,16,Clothing,CA,Online,80.08,1,0
5674,26.81,12,Electronics,IL,In-Store,23.91,3,0
5675,167.13,21,Electronics,NY,In-Store,237.03,2,0
5676,71.75,18,Restaurants,TX,Online,81.21,0,0
5677,180.33,23,Electronics,CA,Online,247.70,9,0
5678,86.48,9,Clothing,CA,In-Store,44.82,5,0
5679,73.31,20,Gas,FL,In-Store,101.70,9,0
5680,149.85,10,Electronics,FL,In-Store,120.75,4,0
5681,158.10,18,Restaurants,CA,Online,135.83,4,0
5682,196.14,10,Travel,FL,In-Store,222.38,2,0
5683,130.35,19,Grocery,TX,Online,185.20,1,0
5684,30.74,5,Gas,CA,In-Store,40.15,2,0
5685,162.73,0,Gas,TX,Online,164.04,9,1
5686,5.30,23,Restaurants,IL,Online,2.69,6,1
5687,39.93,6,Clothing,FL,Online,46.13,2,0
5688,45.98,16,Restaurants,NY,Online,24.00,8,0
5689,133.08,18,Gas,FL,Online,105.20,8,0
5690,79.96,10,Travel,IL,In-Store,79.11,6,0
5691,123.95,6,Travel,NY,Online,144.09,2,0
5692,74.17,15,Gas,TX,In-Store,102.16,3,0
5693,111.03,6,Travel,NY,In-Store,149.28,2,0
5694,190.75,15,Electronics,NY,In-Store,262.95,4,0
5695,26.97,17,Restaurants,NY,Online,35.74,9,0
5696,136.50,3,Restaurants,NY,Online,168.46,9,1
5697,36.52,7,Restaurants,NY,In-Store,40.64,7,0
5698,193.22,7,Grocery,IL,Online,185.13,7,0
5699,10.34,7,Grocery,NY,Online,7.42,1,0
5700,83.13,4,Electronics,TX,Online,71.45,6,0
5701,22.72,19,Travel,WA,Online,16.31,8,0
5702,34.96,22,Grocery,NY,Online,45.35,6,0
5703,174.00,17,Grocery,TX,In-Store,147.97,1,0
5704,165.58,17,Grocery,IL,Online,157.71,3,1
5705,144.80,23,Travel,IL,Online,139.85,0,1
5706,116.94,7,Travel,FL,In-Store,82.71,4,0
5707,761.09,23,Restaurants,IL,Online,677.37,2,0
5708,11.66,20,Restaurants,IL,Online,6.68,4,1
5709,192.36,13,Restaurants,CA,Online,243.47,8,1
5710,197.55,23,Travel,CA,In-Store,207.84,3,0
5711,152.94,4,Gas,TX,In-Store,150.67,9,0
5712,147.89,13,Gas,TX,Online,103.98,5,0
5713,66.89,20,Gas,IL,In-Store,39.56,4,0
5714,199.18,13,Electronics,NY,Online,131.96,3,0
5715,163.80,21,Restaurants,NY,Online,165.03,0,1
5716,89.99,16,Gas,IL,In-Store,72.47,2,0
5717,23.82,22,Electronics,IL,Online,33.59,4,0
5718,35.68,16,Grocery,FL,Online,34.22,3,0
5719,69.87,5,Restaurants,CA,In-Store,94.41,6,1
5720,70.65,10,Travel,WA,In-Store,67.57,0,0
5721,175.23,10,Travel,IL,In-Store,175.33,3,0
5722,80.41,18,Restaurants,CA,Online,68.32,9,0
5723,147.84,21,Electronics,TX,Online,211.65,5,0
5724,78.42,10,Travel,IL,Online,108.91,5,0
5725,190.35,1,Restaurants,NY,In-Store,119.36,4,0
5726,63.57,0,Grocery,TX,Online,54.48,7,1
5727,73.27,4,Clothing,WA,Online,69.99,1,0
5728,31.22,15,Electronics,IL,In-Store,31.75,3,0
5729,86.48,13,Grocery,NY,In-Store,108.25,6,0
5730,36.21,20,Clothing,TX,In-Store,18.68,5,0
5731,122.88,13,Travel,NY,In-Store,167.65,9,0
5732,419.93,8,Restaurants,NY,In-Store,598.23,5,0
5733,70.46,6,Restaurants,CA,Online,54.55,8,1
5734,152.85,16,Electronics,NY,In-Store,214.40,7,0
5735,103.02,14,Grocery,NY,Online,57.30,5,0
5736,165.36,17,Gas,FL,Online,98.56,1,0
5737,853.78,13,Gas,NY,In-Store,603.36,8,0
5738,145.72,14,Gas,CA,In-Store,132.53,4,0
5739,40.52,5,Restaurants,IL,In-Store,38.38,1,0
5740,190.81,5,Electronics,WA,Online,198.33,7,0
5741,190.33,12,Clothing,WA,Online,100.91,8,0
5742,44.24,10,Grocery,NY,In-Store,57.05,9,0
5743,30.10,13,Travel,TX,In-Store,23.33,2,0
5744,156.59,22,Electronics,NY,In-Store,87.55,4,0
5745,157.06,12,Grocery,FL,In-Store,222.45,2,0
5746,199.43,7,Electronics,TX,Online,197.65,3,0
5747,16.46,20,Restaurants,CA,In-Store,21.65,2,0
5748,2576.83,21,Grocery,IL,In-Store,1299.31,2,1
5749,25.10,16,Travel,NY,In-Store,19.53,4,0
5750,101.50,21,Gas,IL,Online,149.89,3,0
5751,37.28,21,Electronics,CA,In-Store,22.39,2,0
5752,17.95,14,Restaurants,TX,In-Store,11.24,2,0
5753,75.03,17,Travel,WA,Online,94.43,7,1
